mortgageInterestRate,propertyValueYearlyIncrease,initialMonthlyRentPrice,delta
0.11,0.03,600,-38181.54624945298030423868240
0.11,0.03,700,-30981.73396293554945487279225
0.11,0.03,800,-23781.92167641811860550690203
0.11,0.03,900,-16582.10938990068775614101186
0.11,0.03,1000,-9382.29710338325690677512167
0.11,0.03,1100,-2182.484816865826057409231489
0.11,0.03,1200,5017.327469651604791956658696
0.11,0.03,1300,12217.139756169035641322548882
0.11,0.03,1400,19416.952042686466490688439064
0.11,0.03,1500,26616.764329203897340054329250
0.11,0.03,1600,33816.576615721328189420219435
0.11,0.03,1700,41016.388902238759038786109617
0.11,0.03,1800,48216.201188756189888151999806
0.11,0.03,1900,55416.013475273620737517889993
0.11,0.03,2000,62615.825761791051586883780172
0.11,0.04,500,-33905.59291597041115360457260
0.11,0.04,600,-26705.78062945298030423868240
0.11,0.04,700,-19505.96834293554945487279225
0.11,0.04,800,-12306.15605641811860550690203
0.11,0.04,900,-5106.34376990068775614101186
0.11,0.04,1000,2093.46851661674309322487833
0.11,0.04,1100,9293.280803134173942590768511
0.11,0.04,1200,16493.093089651604791956658696
0.11,0.04,1300,23692.905376169035641322548882
0.11,0.04,1400,30892.717662686466490688439064
0.11,0.04,1500,38092.529949203897340054329250
0.11,0.04,1600,45292.342235721328189420219435
0.11,0.04,1700,52492.154522238759038786109617
0.11,0.04,1800,59691.966808756189888151999806
0.11,0.04,1900,66891.779095273620737517889993
0.11,0.04,2000,74091.591381791051586883780172
0.11,0.05,500,-21979.86089597041115360457260
0.11,0.05,600,-14780.04860945298030423868240
0.11,0.05,700,-7580.23632293554945487279225
0.11,0.05,800,-380.42403641811860550690203
0.11,0.05,900,6819.38825009931224385898814
0.11,0.05,1000,14019.20053661674309322487833
0.11,0.05,1100,21219.012823134173942590768511
0.11,0.05,1200,28418.825109651604791956658696
0.11,0.05,1300,35618.637396169035641322548882
0.11,0.05,1400,42818.449682686466490688439064
0.11,0.05,1500,50018.261969203897340054329250
0.11,0.05,1600,57218.074255721328189420219435
0.11,0.05,1700,64417.886542238759038786109617
0.11,0.05,1800,71617.698828756189888151999806
0.11,0.05,1900,78817.511115273620737517889993
0.11,0.05,2000,86017.32340179105158688378017
0.11,0.06,500,-9591.05787597041115360457260
0.11,0.06,600,-2391.24558945298030423868240
0.11,0.06,700,4808.56669706445054512720775
0.11,0.06,800,12008.37898358188139449309797
0.11,0.06,900,19208.19127009931224385898814
0.11,0.06,1000,26408.00355661674309322487833
0.11,0.06,1100,33607.815843134173942590768511
0.11,0.06,1200,40807.628129651604791956658696
0.11,0.06,1300,48007.440416169035641322548882
0.11,0.06,1400,55207.252702686466490688439064
0.11,0.06,1500,62407.064989203897340054329250
0.11,0.06,1600,69606.877275721328189420219435
0.11,0.06,1700,76806.689562238759038786109617
0.11,0.06,1800,84006.50184875618988815199981
0.11,0.06,1900,91206.31413527362073751788999
0.11,0.06,2000,98406.12642179105158688378017
0.11,0.07,500,3274.17274402958884639542740
0.11,0.07,600,10473.98503054701969576131760
0.11,0.07,700,17673.79731706445054512720775
0.11,0.07,800,24873.60960358188139449309797
0.11,0.07,900,32073.42189009931224385898814
0.11,0.07,1000,39273.23417661674309322487833
0.11,0.07,1100,46473.046463134173942590768511
0.11,0.07,1200,53672.858749651604791956658696
0.11,0.07,1300,60872.671036169035641322548882
0.11,0.07,1400,68072.483322686466490688439064
0.11,0.07,1500,75272.295609203897340054329250
0.11,0.07,1600,82472.10789572132818942021944
0.11,0.07,1700,89671.92018223875903878610962
0.11,0.07,1800,96871.73246875618988815199981
0.11,0.07,1900,104071.54475527362073751788999
0.11,0.07,2000,111271.35704179105158688378017
0.11,0.08,500,16629.44196402958884639542740
0.11,0.08,600,23829.25425054701969576131760
0.11,0.08,700,31029.06653706445054512720775
0.11,0.08,800,38228.87882358188139449309797
0.11,0.08,900,45428.69111009931224385898814
0.11,0.08,1000,52628.50339661674309322487833
0.11,0.08,1100,59828.315683134173942590768511
0.11,0.08,1200,67028.127969651604791956658696
0.11,0.08,1300,74227.940256169035641322548882
0.11,0.08,1400,81427.75254268646649068843906
0.11,0.08,1500,88627.56482920389734005432925
0.11,0.08,1600,95827.37711572132818942021944
0.11,0.08,1700,103027.18940223875903878610962
0.11,0.08,1800,110227.00168875618988815199981
0.11,0.08,1900,117426.81397527362073751788999
0.11,0.08,2000,124626.62626179105158688378017
0.11,0.09,500,30488.61758402958884639542740
0.11,0.09,600,37688.42987054701969576131760
0.11,0.09,700,44888.24215706445054512720775
0.11,0.09,800,52088.05444358188139449309797
0.11,0.09,900,59287.86673009931224385898814
0.11,0.09,1000,66487.67901661674309322487833
0.11,0.09,1100,73687.491303134173942590768511
0.11,0.09,1200,80887.30358965160479195665870
0.11,0.09,1300,88087.11587616903564132254888
0.11,0.09,1400,95286.92816268646649068843906
0.11,0.09,1500,102486.74044920389734005432925
0.11,0.09,1600,109686.55273572132818942021944
0.11,0.09,1700,116886.36502223875903878610962
0.11,0.09,1800,124086.17730875618988815199981
0.11,0.09,1900,131285.98959527362073751788999
0.11,0.09,2000,138485.80188179105158688378017
0.11,0.10,500,44865.82660402958884639542740
0.11,0.10,600,52065.63889054701969576131760
0.11,0.10,700,59265.45117706445054512720775
0.11,0.10,800,66465.26346358188139449309797
0.11,0.10,900,73665.07575009931224385898814
0.11,0.10,1000,80864.88803661674309322487833
0.11,0.10,1100,88064.70032313417394259076851
0.11,0.10,1200,95264.51260965160479195665870
0.11,0.10,1300,102464.32489616903564132254888
0.11,0.10,1400,109664.13718268646649068843906
0.11,0.10,1500,116863.94946920389734005432925
0.11,0.10,1600,124063.76175572132818942021944
0.11,0.10,1700,131263.57404223875903878610962
0.11,0.10,1800,138463.38632875618988815199981
0.11,0.10,1900,145663.19861527362073751788999
0.11,0.10,2000,152863.01090179105158688378017
0.11,0.11,500,59775.45762402958884639542740
0.11,0.11,600,66975.26991054701969576131760
0.11,0.11,700,74175.08219706445054512720775
0.11,0.11,800,81374.89448358188139449309797
0.11,0.11,900,88574.70677009931224385898814
0.11,0.11,1000,95774.51905661674309322487833
0.11,0.11,1100,102974.33134313417394259076851
0.11,0.11,1200,110174.14362965160479195665870
0.11,0.11,1300,117373.95591616903564132254888
0.11,0.11,1400,124573.76820268646649068843906
0.11,0.11,1500,131773.58048920389734005432925
0.11,0.11,1600,138973.39277572132818942021944
0.11,0.11,1700,146173.20506223875903878610962
0.11,0.11,1800,153373.01734875618988815199981
0.11,0.11,1900,160572.82963527362073751788999
0.11,0.11,2000,167772.64192179105158688378017
0.11,0.12,500,75232.16324402958884639542740
0.11,0.12,600,82431.97553054701969576131760
0.11,0.12,700,89631.78781706445054512720775
0.11,0.12,800,96831.60010358188139449309797
0.11,0.12,900,104031.41239009931224385898814
0.11,0.12,1000,111231.22467661674309322487833
0.11,0.12,1100,118431.03696313417394259076851
0.11,0.12,1200,125630.84924965160479195665870
0.11,0.12,1300,132830.66153616903564132254888
0.11,0.12,1400,140030.47382268646649068843906
0.11,0.12,1500,147230.28610920389734005432925
0.11,0.12,1600,154430.09839572132818942021944
0.11,0.12,1700,161629.91068223875903878610962
0.11,0.12,1800,168829.72296875618988815199981
0.11,0.12,1900,176029.53525527362073751788999
0.11,0.12,2000,183229.34754179105158688378017
0.11,0.13,500,91250.86246402958884639542740
0.11,0.13,600,98450.67475054701969576131760
0.11,0.13,700,105650.48703706445054512720775
0.11,0.13,800,112850.29932358188139449309797
0.11,0.13,900,120050.11161009931224385898814
0.11,0.13,1000,127249.92389661674309322487833
0.11,0.13,1100,134449.73618313417394259076851
0.11,0.13,1200,141649.54846965160479195665870
0.11,0.13,1300,148849.36075616903564132254888
0.11,0.13,1400,156049.17304268646649068843906
0.11,0.13,1500,163248.98532920389734005432925
0.11,0.13,1600,170448.79761572132818942021944
0.11,0.13,1700,177648.60990223875903878610962
0.11,0.13,1800,184848.42218875618988815199981
0.11,0.13,1900,192048.23447527362073751788999
0.11,0.13,2000,199248.04676179105158688378017
0.11,0.14,500,107846.74308402958884639542740
0.11,0.14,600,115046.55537054701969576131760
0.11,0.14,700,122246.36765706445054512720775
0.11,0.14,800,129446.17994358188139449309797
0.11,0.14,900,136645.99223009931224385898814
0.11,0.14,1000,143845.80451661674309322487833
0.11,0.14,1100,151045.61680313417394259076851
0.11,0.14,1200,158245.42908965160479195665870
0.11,0.14,1300,165445.24137616903564132254888
0.11,0.14,1400,172645.05366268646649068843906
0.11,0.14,1500,179844.86594920389734005432925
0.11,0.14,1600,187044.67823572132818942021944
0.11,0.14,1700,194244.49052223875903878610962
0.11,0.14,1800,201444.30280875618988815199981
0.11,0.14,1900,208644.11509527362073751788999
0.11,0.14,2000,215843.92738179105158688378017
0.11,0.15,500,125035.26410402958884639542740
0.11,0.15,600,132235.07639054701969576131760
0.11,0.15,700,139434.88867706445054512720775
0.11,0.15,800,146634.70096358188139449309797
0.11,0.15,900,153834.51325009931224385898814
0.11,0.15,1000,161034.32553661674309322487833
0.11,0.15,1100,168234.13782313417394259076851
0.11,0.15,1200,175433.95010965160479195665870
0.11,0.15,1300,182633.76239616903564132254888
0.11,0.15,1400,189833.57468268646649068843906
0.11,0.15,1500,197033.38696920389734005432925
0.11,0.15,1600,204233.19925572132818942021944
0.11,0.15,1700,211433.01154223875903878610962
0.11,0.15,1800,218632.82382875618988815199981
0.11,0.15,1900,225832.63611527362073751788999
0.11,0.15,2000,233032.44840179105158688378017
0.12,-0.15,500,-198134.68166493305887647214506
0.12,-0.15,600,-190934.86937841562802710625490
0.12,-0.15,700,-183735.05709189819717774036469
0.12,-0.15,800,-176535.24480538076632837447447
0.12,-0.15,900,-169335.43251886333547900858434
0.12,-0.15,1000,-162135.62023234590462964269416
0.12,-0.15,1100,-154935.80794582847378027680395
0.12,-0.15,1200,-147735.99565931104293091091377
0.12,-0.15,1300,-140536.18337279361208154502358
0.12,-0.15,1400,-133336.37108627618123217913340
0.12,-0.15,1500,-126136.55879975875038281324322
0.12,-0.15,1600,-118936.74651324131953344735303
0.12,-0.15,1700,-111736.93422672388868408146285
0.12,-0.15,1800,-104537.12194020645783471557266
0.12,-0.15,1900,-97337.30965368902698534968248
0.12,-0.15,2000,-90137.49736717159613598379229
0.12,-0.14,500,-192790.34064493305887647214506
0.12,-0.14,600,-185590.52835841562802710625490
0.12,-0.14,700,-178390.71607189819717774036469
0.12,-0.14,800,-171190.90378538076632837447447
0.12,-0.14,900,-163991.09149886333547900858434
0.12,-0.14,1000,-156791.27921234590462964269416
0.12,-0.14,1100,-149591.46692582847378027680395
0.12,-0.14,1200,-142391.65463931104293091091377
0.12,-0.14,1300,-135191.84235279361208154502358
0.12,-0.14,1400,-127992.03006627618123217913340
0.12,-0.14,1500,-120792.21777975875038281324322
0.12,-0.14,1600,-113592.40549324131953344735303
0.12,-0.14,1700,-106392.59320672388868408146285
0.12,-0.14,1800,-99192.78092020645783471557266
0.12,-0.14,1900,-91992.96863368902698534968248
0.12,-0.14,2000,-84793.15634717159613598379229
0.12,-0.13,500,-187191.56002493305887647214506
0.12,-0.13,600,-179991.74773841562802710625490
0.12,-0.13,700,-172791.93545189819717774036469
0.12,-0.13,800,-165592.12316538076632837447447
0.12,-0.13,900,-158392.31087886333547900858434
0.12,-0.13,1000,-151192.49859234590462964269416
0.12,-0.13,1100,-143992.68630582847378027680395
0.12,-0.13,1200,-136792.87401931104293091091377
0.12,-0.13,1300,-129593.06173279361208154502358
0.12,-0.13,1400,-122393.24944627618123217913340
0.12,-0.13,1500,-115193.43715975875038281324322
0.12,-0.13,1600,-107993.62487324131953344735303
0.12,-0.13,1700,-100793.81258672388868408146285
0.12,-0.13,1800,-93594.00030020645783471557266
0.12,-0.13,1900,-86394.18801368902698534968248
0.12,-0.13,2000,-79194.375727171596135983792292
0.12,-0.12,500,-181329.36080493305887647214506
0.12,-0.12,600,-174129.54851841562802710625490
0.12,-0.12,700,-166929.73623189819717774036469
0.12,-0.12,800,-159729.92394538076632837447447
0.12,-0.12,900,-152530.11165886333547900858434
0.12,-0.12,1000,-145330.29937234590462964269416
0.12,-0.12,1100,-138130.48708582847378027680395
0.12,-0.12,1200,-130930.67479931104293091091377
0.12,-0.12,1300,-123730.86251279361208154502358
0.12,-0.12,1400,-116531.05022627618123217913340
0.12,-0.12,1500,-109331.23793975875038281324322
0.12,-0.12,1600,-102131.42565324131953344735303
0.12,-0.12,1700,-94931.61336672388868408146285
0.12,-0.12,1800,-87731.80108020645783471557266
0.12,-0.12,1900,-80531.98879368902698534968248
0.12,-0.12,2000,-73332.176507171596135983792292
0.12,-0.11,500,-175194.55518493305887647214506
0.12,-0.11,600,-167994.74289841562802710625490
0.12,-0.11,700,-160794.93061189819717774036469
0.12,-0.11,800,-153595.11832538076632837447447
0.12,-0.11,900,-146395.30603886333547900858434
0.12,-0.11,1000,-139195.49375234590462964269416
0.12,-0.11,1100,-131995.68146582847378027680395
0.12,-0.11,1200,-124795.86917931104293091091377
0.12,-0.11,1300,-117596.05689279361208154502358
0.12,-0.11,1400,-110396.24460627618123217913340
0.12,-0.11,1500,-103196.43231975875038281324322
0.12,-0.11,1600,-95996.62003324131953344735303
0.12,-0.11,1700,-88796.80774672388868408146285
0.12,-0.11,1800,-81596.99546020645783471557266
0.12,-0.11,1900,-74397.183173689026985349682480
0.12,-0.11,2000,-67197.370887171596135983792292
0.12,-0.10,500,-168777.74416493305887647214506
0.12,-0.10,600,-161577.93187841562802710625490
0.12,-0.10,700,-154378.11959189819717774036469
0.12,-0.10,800,-147178.30730538076632837447447
0.12,-0.10,900,-139978.49501886333547900858434
0.12,-0.10,1000,-132778.68273234590462964269416
0.12,-0.10,1100,-125578.87044582847378027680395
0.12,-0.10,1200,-118379.05815931104293091091377
0.12,-0.10,1300,-111179.24587279361208154502358
0.12,-0.10,1400,-103979.43358627618123217913340
0.12,-0.10,1500,-96779.62129975875038281324322
0.12,-0.10,1600,-89579.80901324131953344735303
0.12,-0.10,1700,-82379.99672672388868408146285
0.12,-0.10,1800,-75180.184440206457834715572658
0.12,-0.10,1900,-67980.372153689026985349682480
0.12,-0.10,2000,-60780.559867171596135983792292
0.12,-0.09,500,-162069.31514493305887647214506
0.12,-0.09,600,-154869.50285841562802710625490
0.12,-0.09,700,-147669.69057189819717774036469
0.12,-0.09,800,-140469.87828538076632837447447
0.12,-0.09,900,-133270.06599886333547900858434
0.12,-0.09,1000,-126070.25371234590462964269416
0.12,-0.09,1100,-118870.44142582847378027680395
0.12,-0.09,1200,-111670.62913931104293091091377
0.12,-0.09,1300,-104470.81685279361208154502358
0.12,-0.09,1400,-97271.00456627618123217913340
0.12,-0.09,1500,-90071.19227975875038281324322
0.12,-0.09,1600,-82871.37999324131953344735303
0.12,-0.09,1700,-75671.567706723888684081462846
0.12,-0.09,1800,-68471.755420206457834715572658
0.12,-0.09,1900,-61271.943133689026985349682480
0.12,-0.09,2000,-54072.130847171596135983792292
0.12,-0.08,500,-155059.43952493305887647214506
0.12,-0.08,600,-147859.62723841562802710625490
0.12,-0.08,700,-140659.81495189819717774036469
0.12,-0.08,800,-133460.00266538076632837447447
0.12,-0.08,900,-126260.19037886333547900858434
0.12,-0.08,1000,-119060.37809234590462964269416
0.12,-0.08,1100,-111860.56580582847378027680395
0.12,-0.08,1200,-104660.75351931104293091091377
0.12,-0.08,1300,-97460.94123279361208154502358
0.12,-0.08,1400,-90261.12894627618123217913340
0.12,-0.08,1500,-83061.31665975875038281324322
0.12,-0.08,1600,-75861.504373241319533447353031
0.12,-0.08,1700,-68661.692086723888684081462846
0.12,-0.08,1800,-61461.879800206457834715572658
0.12,-0.08,1900,-54262.067513689026985349682480
0.12,-0.08,2000,-47062.255227171596135983792292
0.12,-0.07,500,-147738.07030493305887647214506
0.12,-0.07,600,-140538.25801841562802710625490
0.12,-0.07,700,-133338.44573189819717774036469
0.12,-0.07,800,-126138.63344538076632837447447
0.12,-0.07,900,-118938.82115886333547900858434
0.12,-0.07,1000,-111739.00887234590462964269416
0.12,-0.07,1100,-104539.19658582847378027680395
0.12,-0.07,1200,-97339.38429931104293091091377
0.12,-0.07,1300,-90139.57201279361208154502358
0.12,-0.07,1400,-82939.75972627618123217913340
0.12,-0.07,1500,-75739.947439758750382813243220
0.12,-0.07,1600,-68540.135153241319533447353031
0.12,-0.07,1700,-61340.322866723888684081462846
0.12,-0.07,1800,-54140.510580206457834715572658
0.12,-0.07,1900,-46940.698293689026985349682480
0.12,-0.07,2000,-39740.886007171596135983792292
0.12,-0.06,500,-140094.93968493305887647214506
0.12,-0.06,600,-132895.12739841562802710625490
0.12,-0.06,700,-125695.31511189819717774036469
0.12,-0.06,800,-118495.50282538076632837447447
0.12,-0.06,900,-111295.69053886333547900858434
0.12,-0.06,1000,-104095.87825234590462964269416
0.12,-0.06,1100,-96896.06596582847378027680395
0.12,-0.06,1200,-89696.25367931104293091091377
0.12,-0.06,1300,-82496.44139279361208154502358
0.12,-0.06,1400,-75296.629106276181232179133397
0.12,-0.06,1500,-68096.816819758750382813243220
0.12,-0.06,1600,-60897.004533241319533447353031
0.12,-0.06,1700,-53697.192246723888684081462846
0.12,-0.06,1800,-46497.379960206457834715572658
0.12,-0.06,1900,-39297.567673689026985349682480
0.12,-0.06,2000,-32097.755387171596135983792292
0.12,-0.05,500,-132119.55666493305887647214506
0.12,-0.05,600,-124919.74437841562802710625490
0.12,-0.05,700,-117719.93209189819717774036469
0.12,-0.05,800,-110520.11980538076632837447447
0.12,-0.05,900,-103320.30751886333547900858434
0.12,-0.05,1000,-96120.49523234590462964269416
0.12,-0.05,1100,-88920.68294582847378027680395
0.12,-0.05,1200,-81720.87065931104293091091377
0.12,-0.05,1300,-74521.058372793612081545023584
0.12,-0.05,1400,-67321.246086276181232179133397
0.12,-0.05,1500,-60121.433799758750382813243220
0.12,-0.05,1600,-52921.621513241319533447353031
0.12,-0.05,1700,-45721.809226723888684081462846
0.12,-0.05,1800,-38521.996940206457834715572658
0.12,-0.05,1900,-31322.184653689026985349682480
0.12,-0.05,2000,-24122.372367171596135983792292
0.12,-0.04,500,-123801.20464493305887647214506
0.12,-0.04,600,-116601.39235841562802710625490
0.12,-0.04,700,-109401.58007189819717774036469
0.12,-0.04,800,-102201.76778538076632837447447
0.12,-0.04,900,-95001.95549886333547900858434
0.12,-0.04,1000,-87802.14321234590462964269416
0.12,-0.04,1100,-80602.33092582847378027680395
0.12,-0.04,1200,-73402.518639311042930910913770
0.12,-0.04,1300,-66202.706352793612081545023584
0.12,-0.04,1400,-59002.894066276181232179133397
0.12,-0.04,1500,-51803.081779758750382813243220
0.12,-0.04,1600,-44603.269493241319533447353031
0.12,-0.04,1700,-37403.457206723888684081462846
0.12,-0.04,1800,-30203.644920206457834715572658
0.12,-0.04,1900,-23003.832633689026985349682480
0.12,-0.04,2000,-15804.020347171596135983792292
0.12,-0.03,500,-115128.93902493305887647214506
0.12,-0.03,600,-107929.12673841562802710625490
0.12,-0.03,700,-100729.31445189819717774036469
0.12,-0.03,800,-93529.50216538076632837447447
0.12,-0.03,900,-86329.68987886333547900858434
0.12,-0.03,1000,-79129.87759234590462964269416
0.12,-0.03,1100,-71930.06530582847378027680395
0.12,-0.03,1200,-64730.253019311042930910913770
0.12,-0.03,1300,-57530.440732793612081545023584
0.12,-0.03,1400,-50330.628446276181232179133397
0.12,-0.03,1500,-43130.816159758750382813243220
0.12,-0.03,1600,-35931.003873241319533447353031
0.12,-0.03,1700,-28731.191586723888684081462846
0.12,-0.03,1800,-21531.379300206457834715572658
0.12,-0.03,1900,-14331.567013689026985349682480
0.12,-0.03,2000,-7131.754727171596135983792292
0.12,-0.02,500,-106091.58480493305887647214506
0.12,-0.02,600,-98891.77251841562802710625490
0.12,-0.02,700,-91691.96023189819717774036469
0.12,-0.02,800,-84492.14794538076632837447447
0.12,-0.02,900,-77292.33565886333547900858434
0.12,-0.02,1000,-70092.52337234590462964269416
0.12,-0.02,1100,-62892.71108582847378027680395
0.12,-0.02,1200,-55692.898799311042930910913770
0.12,-0.02,1300,-48493.086512793612081545023584
0.12,-0.02,1400,-41293.274226276181232179133397
0.12,-0.02,1500,-34093.461939758750382813243220
0.12,-0.02,1600,-26893.649653241319533447353031
0.12,-0.02,1700,-19693.837366723888684081462846
0.12,-0.02,1800,-12494.025080206457834715572658
0.12,-0.02,1900,-5294.212793689026985349682480
0.12,-0.02,2000,1905.599492828403864016207708
0.12,-0.01,500,-96677.73418493305887647214506
0.12,-0.01,600,-89477.92189841562802710625490
0.12,-0.01,700,-82278.10961189819717774036469
0.12,-0.01,800,-75078.29732538076632837447447
0.12,-0.01,900,-67878.48503886333547900858434
0.12,-0.01,1000,-60678.67275234590462964269416
0.12,-0.01,1100,-53478.86046582847378027680395
0.12,-0.01,1200,-46279.048179311042930910913770
0.12,-0.01,1300,-39079.235892793612081545023584
0.12,-0.01,1400,-31879.423606276181232179133397
0.12,-0.01,1500,-24679.611319758750382813243220
0.12,-0.01,1600,-17479.799033241319533447353031
0.12,-0.01,1700,-10279.986746723888684081462846
0.12,-0.01,1800,-3080.174460206457834715572658
0.12,-0.01,1900,4119.637826310973014650317520
0.12,-0.01,2000,11319.450112828403864016207708
0.12,0.00,500,-86875.74416493305887647214506
0.12,0.00,600,-79675.93187841562802710625490
0.12,0.00,700,-72476.11959189819717774036469
0.12,0.00,800,-65276.30730538076632837447447
0.12,0.00,900,-58076.49501886333547900858434
0.12,0.00,1000,-50876.68273234590462964269416
0.12,0.00,1100,-43676.87044582847378027680395
0.12,0.00,1200,-36477.058159311042930910913770
0.12,0.00,1300,-29277.245872793612081545023584
0.12,0.00,1400,-22077.433586276181232179133397
0.12,0.00,1500,-14877.621299758750382813243220
0.12,0.00,1600,-7677.809013241319533447353031
0.12,0.00,1700,-477.996726723888684081462846
0.12,0.00,1800,6721.815559793542165284427342
0.12,0.00,1900,13921.627846310973014650317520
0.12,0.00,2000,21121.440132828403864016207708
0.12,0.01,500,-76673.73414493305887647214506
0.12,0.01,600,-69473.92185841562802710625490
0.12,0.01,700,-62274.10957189819717774036469
0.12,0.01,800,-55074.29728538076632837447447
0.12,0.01,900,-47874.48499886333547900858434
0.12,0.01,1000,-40674.67271234590462964269416
0.12,0.01,1100,-33474.86042582847378027680395
0.12,0.01,1200,-26275.048139311042930910913770
0.12,0.01,1300,-19075.235852793612081545023584
0.12,0.01,1400,-11875.423566276181232179133397
0.12,0.01,1500,-4675.611279758750382813243220
0.12,0.01,1600,2524.201006758680466552646969
0.12,0.01,1700,9724.013293276111315918537154
0.12,0.01,1800,16923.825579793542165284427342
0.12,0.01,1900,24123.637866310973014650317520
0.12,0.01,2000,31323.450152828403864016207708
0.12,0.02,500,-66059.58352493305887647214506
0.12,0.02,600,-58859.77123841562802710625490
0.12,0.02,700,-51659.95895189819717774036469
0.12,0.02,800,-44460.14666538076632837447447
0.12,0.02,900,-37260.33437886333547900858434
0.12,0.02,1000,-30060.52209234590462964269416
0.12,0.02,1100,-22860.70980582847378027680395
0.12,0.02,1200,-15660.897519311042930910913770
0.12,0.02,1300,-8461.085232793612081545023584
0.12,0.02,1400,-1261.272946276181232179133397
0.12,0.02,1500,5938.539340241249617186756780
0.12,0.02,1600,13138.351626758680466552646969
0.12,0.02,1700,20338.163913276111315918537154
0.12,0.02,1800,27537.976199793542165284427342
0.12,0.02,1900,34737.788486310973014650317520
0.12,0.02,2000,41937.600772828403864016207708
0.12,0.03,500,-55020.92930493305887647214506
0.12,0.03,600,-47821.11701841562802710625490
0.12,0.03,700,-40621.30473189819717774036469
0.12,0.03,800,-33421.49244538076632837447447
0.12,0.03,900,-26221.68015886333547900858434
0.12,0.03,1000,-19021.86787234590462964269416
0.12,0.03,1100,-11822.05558582847378027680395
0.12,0.03,1200,-4622.243299311042930910913770
0.12,0.03,1300,2577.568987206387918454976416
0.12,0.03,1400,9777.381273723818767820866603
0.12,0.03,1500,16977.193560241249617186756780
0.12,0.03,1600,24177.005846758680466552646969
0.12,0.03,1700,31376.818133276111315918537154
0.12,0.03,1800,38576.630419793542165284427342
0.12,0.03,1900,45776.442706310973014650317520
0.12,0.03,2000,52976.254992828403864016207708
0.12,0.04,500,-43545.16368493305887647214506
0.12,0.04,600,-36345.35139841562802710625490
0.12,0.04,700,-29145.53911189819717774036469
0.12,0.04,800,-21945.72682538076632837447447
0.12,0.04,900,-14745.91453886333547900858434
0.12,0.04,1000,-7546.10225234590462964269416
0.12,0.04,1100,-346.28996582847378027680395
0.12,0.04,1200,6853.522320688957069089086230
0.12,0.04,1300,14053.334607206387918454976416
0.12,0.04,1400,21253.146893723818767820866603
0.12,0.04,1500,28452.959180241249617186756780
0.12,0.04,1600,35652.771466758680466552646969
0.12,0.04,1700,42852.583753276111315918537154
0.12,0.04,1800,50052.396039793542165284427342
0.12,0.04,1900,57252.208326310973014650317520
0.12,0.04,2000,64452.020612828403864016207708
0.12,0.05,500,-31619.43166493305887647214506
0.12,0.05,600,-24419.61937841562802710625490
0.12,0.05,700,-17219.80709189819717774036469
0.12,0.05,800,-10019.99480538076632837447447
0.12,0.05,900,-2820.18251886333547900858434
0.12,0.05,1000,4379.62976765409537035730584
0.12,0.05,1100,11579.44205417152621972319605
0.12,0.05,1200,18779.254340688957069089086230
0.12,0.05,1300,25979.066627206387918454976416
0.12,0.05,1400,33178.878913723818767820866603
0.12,0.05,1500,40378.691200241249617186756780
0.12,0.05,1600,47578.503486758680466552646969
0.12,0.05,1700,54778.315773276111315918537154
0.12,0.05,1800,61978.128059793542165284427342
0.12,0.05,1900,69177.940346310973014650317520
0.12,0.05,2000,76377.752632828403864016207708
0.12,0.06,500,-19230.62864493305887647214506
0.12,0.06,600,-12030.81635841562802710625490
0.12,0.06,700,-4831.00407189819717774036469
0.12,0.06,800,2368.80821461923367162552553
0.12,0.06,900,9568.62050113666452099141566
0.12,0.06,1000,16768.43278765409537035730584
0.12,0.06,1100,23968.24507417152621972319605
0.12,0.06,1200,31168.057360688957069089086230
0.12,0.06,1300,38367.869647206387918454976416
0.12,0.06,1400,45567.681933723818767820866603
0.12,0.06,1500,52767.494220241249617186756780
0.12,0.06,1600,59967.306506758680466552646969
0.12,0.06,1700,67167.118793276111315918537154
0.12,0.06,1800,74366.931079793542165284427342
0.12,0.06,1900,81566.74336631097301465031752
0.12,0.06,2000,88766.55565282840386401620771
0.12,0.07,500,-6365.39802493305887647214506
0.12,0.07,600,834.41426158437197289374510
0.12,0.07,700,8034.22654810180282225963531
0.12,0.07,800,15234.03883461923367162552553
0.12,0.07,900,22433.85112113666452099141566
0.12,0.07,1000,29633.66340765409537035730584
0.12,0.07,1100,36833.47569417152621972319605
0.12,0.07,1200,44033.287980688957069089086230
0.12,0.07,1300,51233.100267206387918454976416
0.12,0.07,1400,58432.912553723818767820866603
0.12,0.07,1500,65632.724840241249617186756780
0.12,0.07,1600,72832.537126758680466552646969
0.12,0.07,1700,80032.34941327611131591853715
0.12,0.07,1800,87232.16169979354216528442734
0.12,0.07,1900,94431.97398631097301465031752
0.12,0.07,2000,101631.78627282840386401620771
0.12,0.08,500,6989.87119506694112352785494
0.12,0.08,600,14189.68348158437197289374510
0.12,0.08,700,21389.49576810180282225963531
0.12,0.08,800,28589.30805461923367162552553
0.12,0.08,900,35789.12034113666452099141566
0.12,0.08,1000,42988.93262765409537035730584
0.12,0.08,1100,50188.74491417152621972319605
0.12,0.08,1200,57388.557200688957069089086230
0.12,0.08,1300,64588.369487206387918454976416
0.12,0.08,1400,71788.181773723818767820866603
0.12,0.08,1500,78987.994060241249617186756780
0.12,0.08,1600,86187.80634675868046655264697
0.12,0.08,1700,93387.61863327611131591853715
0.12,0.08,1800,100587.43091979354216528442734
0.12,0.08,1900,107787.24320631097301465031752
0.12,0.08,2000,114987.05549282840386401620771
